"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","adjusted_population","Cause"
"52 years",52,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,86,"Not Applicable","Not Applicable",52,204546.337083977,"Others"
"52 years",52,"Male","M","8th grade or less",1,895,"Not Applicable","Not Applicable",52,211165.377158059,"Others"
"52 years",52,"Male","M","9th through 12th grade with no diploma",2,2045,"Not Applicable","Not Applicable",52,335109.081353045,"Others"
"52 years",52,"Male","M","High school graduate or GED completed",3,7249,"Not Applicable","Not Applicable",52,1924411.77639816,"Others"
"52 years",52,"Male","M","Some college credit, but not a degree",4,2100,"Not Applicable","Not Applicable",52,853390.883216313,"Others"
"52 years",52,"Male","M","Associate degree (AA,AS)",5,1046,"Not Applicable","Not Applicable",52,650942.106598522,"Others"
"52 years",52,"Male","M","Bachelor’s degree (BA, AB, BS)",6,1507,"Not Applicable","Not Applicable",52,1522848.36987376,"Others"
"52 years",52,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,439,"Not Applicable","Not Applicable",52,620264.917252435,"Others"
"52 years",52,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,149,"Not Applicable","Not Applicable",52,250809.488149705,"Others"
"53 years",53,"Female","F","8th grade or less",1,478,"Not Applicable","Not Applicable",53,227756.646571075,"Others"
"53 years",53,"Female","F","9th through 12th grade with no diploma",2,1184,"Not Applicable","Not Applicable",53,277362.357378478,"Others"
"53 years",53,"Female","F","High school graduate or GED completed",3,4166,"Not Applicable","Not Applicable",53,1623482.67897588,"Others"
"53 years",53,"Female","F","Some college credit, but not a degree",4,1598,"Not Applicable","Not Applicable",53,853860.513455488,"Others"
"53 years",53,"Female","F","Associate degree (AA,AS)",5,950,"Not Applicable","Not Applicable",53,637852.308108435,"Others"
"53 years",53,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1046,"Not Applicable","Not Applicable",53,1528410.04215174,"Others"
"53 years",53,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,373,"Not Applicable","Not Applicable",53,875706.780536341,"Others"
"53 years",53,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,95,"Not Applicable","Not Applicable",53,185910.672822557,"Others"
"53 years",53,"Male","M","8th grade or less",1,931,"Not Applicable","Not Applicable",53,205144.533011427,"Others"
"53 years",53,"Male","M","9th through 12th grade with no diploma",2,2159,"Not Applicable","Not Applicable",53,398440.032494788,"Others"
"53 years",53,"Male","M","High school graduate or GED completed",3,7644,"Not Applicable","Not Applicable",53,1784869.14993212,"Others"
"53 years",53,"Male","M","Some college credit, but not a degree",4,2248,"Not Applicable","Not Applicable",53,862886.944658703,"Others"
"53 years",53,"Male","M","Associate degree (AA,AS)",5,1037,"Not Applicable","Not Applicable",53,606295.874955475,"Others"
"53 years",53,"Male","M","Bachelor’s degree (BA, AB, BS)",6,1511,"Not Applicable","Not Applicable",53,1529029.58711781,"Others"
"53 years",53,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,438,"Not Applicable","Not Applicable",53,541187.55977213,"Others"
"53 years",53,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,180,"Not Applicable","Not Applicable",53,268354.318057539,"Others"
"54 years",54,"Female","F","8th grade or less",1,537,"Not Applicable","Not Applicable",54,191991.951111966,"Others"
"54 years",54,"Female","F","9th through 12th grade with no diploma",2,1186,"Not Applicable","Not Applicable",54,318834.035007218,"Others"
"54 years",54,"Female","F","High school graduate or GED completed",3,4505,"Not Applicable","Not Applicable",54,1595743.14422788,"Others"
"54 years",54,"Female","F","Some college credit, but not a degree",4,1593,"Not Applicable","Not Applicable",54,804680.529257827,"Others"
"54 years",54,"Female","F","Associate degree (AA,AS)",5,1056,"Not Applicable","Not Applicable",54,679251.284313768,"Others"
"54 years",54,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1101,"Not Applicable","Not Applicable",54,1451182.86288388,"Others"
"54 years",54,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,445,"Not Applicable","Not Applicable",54,868054.27062674,"Others"
"54 years",54,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,98,"Not Applicable","Not Applicable",54,195720.922570723,"Others"
"54 years",54,"Male","M","8th grade or less",1,968,"Not Applicable","Not Applicable",54,238968.260007723,"Others"
"54 years",54,"Male","M","9th through 12th grade with no diploma",2,2198,"Not Applicable","Not Applicable",54,363955.42754091,"Others"
"54 years",54,"Male","M","High school graduate or GED completed",3,8125,"Not Applicable","Not Applicable",54,1939467.51151324,"Others"
"54 years",54,"Male","M","Some college credit, but not a degree",4,2304,"Not Applicable","Not Applicable",54,791521.33335885,"Others"
"54 years",54,"Male","M","Associate degree (AA,AS)",5,1073,"Not Applicable","Not Applicable",54,603533.344791589,"Others"
"54 years",54,"Male","M","Bachelor’s degree (BA, AB, BS)",6,1551,"Not Applicable","Not Applicable",54,1289024.29645379,"Others"
"54 years",54,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,469,"Not Applicable","Not Applicable",54,573285.53067028,"Others"
"54 years",54,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,184,"Not Applicable","Not Applicable",54,260732.295663618,"Others"
"55 years",55,"Female","F","8th grade or less",1,592,"Not Applicable","Not Applicable",55,236114.100430826,"Others"
"55 years",55,"Female","F","9th through 12th grade with no diploma",2,1285,"Not Applicable","Not Applicable",55,339158.169241818,"Others"
"55 years",55,"Female","F","High school graduate or GED completed",3,5010,"Not Applicable","Not Applicable",55,1657669.54062511,"Others"
"55 years",55,"Female","F","Some college credit, but not a degree",4,1724,"Not Applicable","Not Applicable",55,859965.259919709,"Others"
"55 years",55,"Female","F","Associate degree (AA,AS)",5,1109,"Not Applicable","Not Applicable",55,782047.977588683,"Others"
"55 years",55,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1096,"Not Applicable","Not Applicable",55,1348973.37789643,"Others"
"55 years",55,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,360,"Not Applicable","Not Applicable",55,699974.775842438,"Others"
"55 years",55,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,71,"Not Applicable","Not Applicable",55,185111.798454987,"Others"
"55 years",55,"Male","M","8th grade or less",1,1169,"Not Applicable","Not Applicable",55,259743.633663896,"Others"
"55 years",55,"Male","M","9th through 12th grade with no diploma",2,2402,"Not Applicable","Not Applicable",55,374577.368745413,"Others"
"55 years",55,"Male","M","High school graduate or GED completed",3,8704,"Not Applicable","Not Applicable",55,2019494.8141585,"Others"
"55 years",55,"Male","M","Some college credit, but not a degree",4,2352,"Not Applicable","Not Applicable",55,786151.290424107,"Others"
"55 years",55,"Male","M","Associate degree (AA,AS)",5,1074,"Not Applicable","Not Applicable",55,580835.666097074,"Others"
"55 years",55,"Male","M","Bachelor’s degree (BA, AB, BS)",6,1690,"Not Applicable","Not Applicable",55,1286639.45841896,"Others"
"55 years",55,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,479,"Not Applicable","Not Applicable",55,478702.361116574,"Others"
"55 years",55,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,163,"Not Applicable","Not Applicable",55,248197.407375473,"Others"
"56 years",56,"Female","F","8th grade or less",1,688,"Not Applicable","Not Applicable",56,196215.504400391,"Others"
"56 years",56,"Female","F","9th through 12th grade with no diploma",2,1408,"Not Applicable","Not Applicable",56,270879.744677491,"Others"
"56 years",56,"Female","F","High school graduate or GED completed",3,5656,"Not Applicable","Not Applicable",56,1712044.41539818,"Others"
"56 years",56,"Female","F","Some college credit, but not a degree",4,1824,"Not Applicable","Not Applicable",56,864223.394809275,"Others"
"56 years",56,"Female","F","Associate degree (AA,AS)",5,1214,"Not Applicable","Not Applicable",56,816806.077311258,"Others"
"56 years",56,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1228,"Not Applicable","Not Applicable",56,1525071.1313438,"Others"
"56 years",56,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,449,"Not Applicable","Not Applicable",56,691632.735494611,"Others"
"56 years",56,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,81,"Not Applicable","Not Applicable",56,168030.996564992,"Others"
"56 years",56,"Male","M","8th grade or less",1,1255,"Not Applicable","Not Applicable",56,257444.612623152,"Others"
"56 years",56,"Male","M","9th through 12th grade with no diploma",2,2580,"Not Applicable","Not Applicable",56,321366.581131496,"Others"
"56 years",56,"Male","M","High school graduate or GED completed",3,9586,"Not Applicable","Not Applicable",56,1929178.38952366,"Others"
"56 years",56,"Male","M","Some college credit, but not a degree",4,2540,"Not Applicable","Not Applicable",56,841580.61699488,"Others"
"56 years",56,"Male","M","Associate degree (AA,AS)",5,1182,"Not Applicable","Not Applicable",56,711204.684154561,"Others"
"56 years",56,"Male","M","Bachelor’s degree (BA, AB, BS)",6,1719,"Not Applicable","Not Applicable",56,1202763.65625877,"Others"
"56 years",56,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,490,"Not Applicable","Not Applicable",56,622605.017231464,"Others"
"56 years",56,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,178,"Not Applicable","Not Applicable",56,236414.442082011,"Others"
"57 years",57,"Female","F","8th grade or less",1,792,"Not Applicable","Not Applicable",57,218376.344074233,"Others"
"57 years",57,"Female","F","9th through 12th grade with no diploma",2,1669,"Not Applicable","Not Applicable",57,259495.020093614,"Others"
"57 years",57,"Female","F","High school graduate or GED completed",3,6427,"Not Applicable","Not Applicable",57,1816326.22485923,"Others"
"57 years",57,"Female","F","Some college credit, but not a degree",4,2122,"Not Applicable","Not Applicable",57,915370.432892684,"Others"
"57 years",57,"Female","F","Associate degree (AA,AS)",5,1388,"Not Applicable","Not Applicable",57,883858.623473833,"Others"
"57 years",57,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1356,"Not Applicable","Not Applicable",57,1487545.93763605,"Others"
"57 years",57,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,477,"Not Applicable","Not Applicable",57,657502.132881722,"Others"
"57 years",57,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,104,"Not Applicable","Not Applicable",57,180186.284088629,"Others"
"57 years",57,"Male","M","8th grade or less",1,1402,"Not Applicable","Not Applicable",57,285393.562913327,"Others"
"57 years",57,"Male","M","9th through 12th grade with no diploma",2,2909,"Not Applicable","Not Applicable",57,411911.266796188,"Others"
"57 years",57,"Male","M","High school graduate or GED completed",3,10601,"Not Applicable","Not Applicable",57,1927904.5206916,"Others"
"57 years",57,"Male","M","Some college credit, but not a degree",4,2811,"Not Applicable","Not Applicable",57,907015.872767079,"Others"
"57 years",57,"Male","M","Associate degree (AA,AS)",5,1353,"Not Applicable","Not Applicable",57,691534.105728691,"Others"
"57 years",57,"Male","M","Bachelor’s degree (BA, AB, BS)",6,1898,"Not Applicable","Not Applicable",57,1302776.31385175,"Others"
"57 years",57,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,551,"Not Applicable","Not Applicable",57,488799.276136971,"Others"
"57 years",57,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,219,"Not Applicable","Not Applicable",57,243178.081114391,"Others"
"58 years",58,"Female","F","8th grade or less",1,827,"Not Applicable","Not Applicable",58,203738.946875995,"Others"
"58 years",58,"Female","F","9th through 12th grade with no diploma",2,1922,"Not Applicable","Not Applicable",58,349893.421303493,"Others"
"58 years",58,"Female","F","High school graduate or GED completed",3,6926,"Not Applicable","Not Applicable",58,1863761.96341898,"Others"
"58 years",58,"Female","F","Some college credit, but not a degree",4,2396,"Not Applicable","Not Applicable",58,907196.438133935,"Others"
"58 years",58,"Female","F","Associate degree (AA,AS)",5,1615,"Not Applicable","Not Applicable",58,918274.270425291,"Others"
"58 years",58,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1514,"Not Applicable","Not Applicable",58,1525195.59058803,"Others"
"58 years",58,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,460,"Not Applicable","Not Applicable",58,649799.928968854,"Others"
"58 years",58,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,97,"Not Applicable","Not Applicable",58,147455.440285419,"Others"
"58 years",58,"Male","M","8th grade or less",1,1578,"Not Applicable","Not Applicable",58,231883.729957185,"Others"
"58 years",58,"Male","M","9th through 12th grade with no diploma",2,3387,"Not Applicable","Not Applicable",58,466112.852672159,"Others"
"58 years",58,"Male","M","High school graduate or GED completed",3,11637,"Not Applicable","Not Applicable",58,2024180.16510548,"Others"
"58 years",58,"Male","M","Some college credit, but not a degree",4,3032,"Not Applicable","Not Applicable",58,907218.515516493,"Others"
"58 years",58,"Male","M","Associate degree (AA,AS)",5,1553,"Not Applicable","Not Applicable",58,598086.440607975,"Others"
"58 years",58,"Male","M","Bachelor’s degree (BA, AB, BS)",6,2174,"Not Applicable","Not Applicable",58,1371306.68861738,"Others"
"58 years",58,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,557,"Not Applicable","Not Applicable",58,523137.000875382,"Others"
"58 years",58,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,228,"Not Applicable","Not Applicable",58,236802.606647952,"Others"
"59 years",59,"Female","F","8th grade or less",1,977,"Not Applicable","Not Applicable",59,241110.073268774,"Others"
"59 years",59,"Female","F","9th through 12th grade with no diploma",2,2088,"Not Applicable","Not Applicable",59,353183.279427295,"Others"
"59 years",59,"Female","F","High school graduate or GED completed",3,7654,"Not Applicable","Not Applicable",59,1928979.89960265,"Others"
"59 years",59,"Female","F","Some college credit, but not a degree",4,2498,"Not Applicable","Not Applicable",59,1023599.97593149,"Others"
"59 years",59,"Female","F","Associate degree (AA,AS)",5,1638,"Not Applicable","Not Applicable",59,759021.985646759,"Others"
"59 years",59,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1669,"Not Applicable","Not Applicable",59,1525034.54720204,"Others"
"59 years",59,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,575,"Not Applicable","Not Applicable",59,630325.352589149,"Others"
"59 years",59,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,127,"Not Applicable","Not Applicable",59,171060.886331848,"Others"
"59 years",59,"Male","M","8th grade or less",1,1639,"Not Applicable","Not Applicable",59,246360.987849995,"Others"
"59 years",59,"Male","M","9th through 12th grade with no diploma",2,3690,"Not Applicable","Not Applicable",59,442142.648953072,"Others"
"59 years",59,"Male","M","High school graduate or GED completed",3,12614,"Not Applicable","Not Applicable",59,2059948.19041991,"Others"
"59 years",59,"Male","M","Some college credit, but not a degree",4,3307,"Not Applicable","Not Applicable",59,882200.44439892,"Others"
"59 years",59,"Male","M","Associate degree (AA,AS)",5,1580,"Not Applicable","Not Applicable",59,672538.302074862,"Others"
"59 years",59,"Male","M","Bachelor’s degree (BA, AB, BS)",6,2183,"Not Applicable","Not Applicable",59,1310048.82005904,"Others"
"59 years",59,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,615,"Not Applicable","Not Applicable",59,526516.378746738,"Others"
"59 years",59,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,301,"Not Applicable","Not Applicable",59,256476.227497468,"Others"
"60 years",60,"Female","F","8th grade or less",1,1058,"Not Applicable","Not Applicable",60,217572.914918075,"Others"
"60 years",60,"Female","F","9th through 12th grade with no diploma",2,2139,"Not Applicable","Not Applicable",60,342391.49925121,"Others"
"60 years",60,"Female","F","High school graduate or GED completed",3,8460,"Not Applicable","Not Applicable",60,2043974.9628002,"Others"
"60 years",60,"Female","F","Some college credit, but not a degree",4,2753,"Not Applicable","Not Applicable",60,1067108.31380169,"Others"
"60 years",60,"Female","F","Associate degree (AA,AS)",5,1773,"Not Applicable","Not Applicable",60,782180.223473507,"Others"
"60 years",60,"Female","F","Bachelor’s degree (BA, AB, BS)",6,1789,"Not Applicable","Not Applicable",60,1463298.99997181,"Others"
"60 years",60,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,598,"Not Applicable","Not Applicable",60,599303.597672883,"Others"
"60 years",60,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,132,"Not Applicable","Not Applicable",60,130175.488110629,"Others"
"60 years",60,"Male","M","8th grade or less",1,1723,"Not Applicable","Not Applicable",60,235128.162474288,"Others"
"60 years",60,"Male","M","9th through 12th grade with no diploma",2,3883,"Not Applicable","Not Applicable",60,378897.525904079,"Others"
"60 years",60,"Male","M","High school graduate or GED completed",3,13741,"Not Applicable","Not Applicable",60,2215585.46001611,"Others"
"60 years",60,"Male","M","Some college credit, but not a degree",4,3481,"Not Applicable","Not Applicable",60,821847.588243861,"Others"
"60 years",60,"Male","M","Associate degree (AA,AS)",5,1653,"Not Applicable","Not Applicable",60,682896.415185638,"Others"
"60 years",60,"Male","M","Bachelor’s degree (BA, AB, BS)",6,2340,"Not Applicable","Not Applicable",60,1277982.47235663,"Others"
"60 years",60,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,687,"Not Applicable","Not Applicable",60,545723.735704793,"Others"
"60 years",60,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,274,"Not Applicable","Not Applicable",60,220341.640114601,"Others"
"61 years",61,"Female","F","8th grade or less",1,1151,"Not Applicable","Not Applicable",61,237797.458918137,"Others"
"61 years",61,"Female","F","9th through 12th grade with no diploma",2,2272,"Not Applicable","Not Applicable",61,325430.504025959,"Others"
"61 years",61,"Female","F","High school graduate or GED completed",3,9305,"Not Applicable","Not Applicable",61,2066491.72214175,"Others"
"61 years",61,"Female","F","Some college credit, but not a degree",4,2956,"Not Applicable","Not Applicable",61,1030726.50506097,"Others"
"61 years",61,"Female","F","Associate degree (AA,AS)",5,2004,"Not Applicable","Not Applicable",61,845735.479407464,"Others"
"61 years",61,"Female","F","Bachelor’s degree (BA, AB, BS)",6,2029,"Not Applicable","Not Applicable",61,1348692.82591808,"Others"
"61 years",61,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,617,"Not Applicable","Not Applicable",61,602064.515194451,"Others"
"61 years",61,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,147,"Not Applicable","Not Applicable",61,159548.989333188,"Others"
"61 years",61,"Male","M","8th grade or less",1,1931,"Not Applicable","Not Applicable",61,250657.331700499,"Others"
"61 years",61,"Male","M","9th through 12th grade with no diploma",2,4008,"Not Applicable","Not Applicable",61,405441.977721188,"Others"
"61 years",61,"Male","M","High school graduate or GED completed",3,14269,"Not Applicable","Not Applicable",61,2104661.12748816,"Others"
"61 years",61,"Male","M","Some college credit, but not a degree",4,3712,"Not Applicable","Not Applicable",61,936796.232753622,"Others"
"61 years",61,"Male","M","Associate degree (AA,AS)",5,1752,"Not Applicable","Not Applicable",61,607337.628490238,"Others"
"61 years",61,"Male","M","Bachelor’s degree (BA, AB, BS)",6,2558,"Not Applicable","Not Applicable",61,1245557.5416717,"Others"
"61 years",61,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,720,"Not Applicable","Not Applicable",61,562643.610428436,"Others"
"61 years",61,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,312,"Not Applicable","Not Applicable",61,209722.549746156,"Others"
"62 years",62,"Female","F","8th grade or less",1,1206,"Not Applicable","Not Applicable",62,252401.225474975,"Others"
"62 years",62,"Female","F","9th through 12th grade with no diploma",2,2333,"Not Applicable","Not Applicable",62,337040.999320732,"Others"
"62 years",62,"Female","F","High school graduate or GED completed",3,9956,"Not Applicable","Not Applicable",62,2014311.7944739,"Others"
"62 years",62,"Female","F","Some college credit, but not a degree",4,3241,"Not Applicable","Not Applicable",62,1016075.65766521,"Others"
"62 years",62,"Female","F","Associate degree (AA,AS)",5,2059,"Not Applicable","Not Applicable",62,747907.772699126,"Others"
"62 years",62,"Female","F","Bachelor’s degree (BA, AB, BS)",6,2042,"Not Applicable","Not Applicable",62,1383796.450875,"Others"
"62 years",62,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,693,"Not Applicable","Not Applicable",62,597710.837389471,"Others"
"62 years",62,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,154,"Not Applicable","Not Applicable",62,193604.26210158,"Others"
"62 years",62,"Male","M","8th grade or less",1,2006,"Not Applicable","Not Applicable",62,252194.570848797,"Others"
"62 years",62,"Male","M","9th through 12th grade with no diploma",2,4349,"Not Applicable","Not Applicable",62,395738.141119982,"Others"
"62 years",62,"Male","M","High school graduate or GED completed",3,15099,"Not Applicable","Not Applicable",62,2084145.13099934,"Others"
"62 years",62,"Male","M","Some college credit, but not a degree",4,4055,"Not Applicable","Not Applicable",62,819282.091301796,"Others"
"62 years",62,"Male","M","Associate degree (AA,AS)",5,1859,"Not Applicable","Not Applicable",62,617601.968910275,"Others"
"62 years",62,"Male","M","Bachelor’s degree (BA, AB, BS)",6,2587,"Not Applicable","Not Applicable",62,1262858.92024028,"Others"
"62 years",62,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,777,"Not Applicable","Not Applicable",62,545249.71125498,"Others"
"62 years",62,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,358,"Not Applicable","Not Applicable",62,236940.465324553,"Others"
"63 years",63,"Female","F","8th grade or less",1,1306,"Not Applicable","Not Applicable",63,269204.779464164,"Others"
"63 years",63,"Female","F","9th through 12th grade with no diploma",2,2498,"Not Applicable","Not Applicable",63,325657.362796506,"Others"
"63 years",63,"Female","F","High school graduate or GED completed",3,10398,"Not Applicable","Not Applicable",63,2001906.82996703,"Others"
"63 years",63,"Female","F","Some college credit, but not a degree",4,3314,"Not Applicable","Not Applicable",63,1014690.64804486,"Others"
"63 years",63,"Female","F","Associate degree (AA,AS)",5,2254,"Not Applicable","Not Applicable",63,746111.595224435,"Others"
"63 years",63,"Female","F","Bachelor’s degree (BA, AB, BS)",6,2351,"Not Applicable","Not Applicable",63,1359777.43235474,"Others"
"63 years",63,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,790,"Not Applicable","Not Applicable",63,562003.141136197,"Others"
"63 years",63,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,171,"Not Applicable","Not Applicable",63,175663.211012062,"Others"
"63 years",63,"Male","M","8th grade or less",1,2034,"Not Applicable","Not Applicable",63,222887.733855155,"Others"
"63 years",63,"Male","M","9th through 12th grade with no diploma",2,4230,"Not Applicable","Not Applicable",63,393127.554709133,"Others"
"63 years",63,"Male","M","High school graduate or GED completed",3,15940,"Not Applicable","Not Applicable",63,1987429.96200889,"Others"
"63 years",63,"Male","M","Some college credit, but not a degree",4,4286,"Not Applicable","Not Applicable",63,864844.152662137,"Others"
"63 years",63,"Male","M","Associate degree (AA,AS)",5,2040,"Not Applicable","Not Applicable",63,600198.577227483,"Others"
"63 years",63,"Male","M","Bachelor’s degree (BA, AB, BS)",6,2768,"Not Applicable","Not Applicable",63,1225607.84452054,"Others"
"63 years",63,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,865,"Not Applicable","Not Applicable",63,519265.722923823,"Others"
"63 years",63,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,403,"Not Applicable","Not Applicable",63,276825.452092836,"Others"
"64 years",64,"Female","F","8th grade or less",1,1413,"Not Applicable","Not Applicable",64,250060.125518237,"Others"
"64 years",64,"Female","F","9th through 12th grade with no diploma",2,2584,"Not Applicable","Not Applicable",64,320098.188455138,"Others"
"64 years",64,"Female","F","High school graduate or GED completed",3,11005,"Not Applicable","Not Applicable",64,1871191.22806947,"Others"
"64 years",64,"Female","F","Some college credit, but not a degree",4,3574,"Not Applicable","Not Applicable",64,1020106.49810063,"Others"
"64 years",64,"Female","F","Associate degree (AA,AS)",5,2367,"Not Applicable","Not Applicable",64,799446.676298743,"Others"
"64 years",64,"Female","F","Bachelor’s degree (BA, AB, BS)",6,2430,"Not Applicable","Not Applicable",64,1301332.69916222,"Others"
"64 years",64,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,831,"Not Applicable","Not Applicable",64,593570.303354489,"Others"
"64 years",64,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,187,"Not Applicable","Not Applicable",64,217470.281041065,"Others"
"64 years",64,"Male","M","8th grade or less",1,2147,"Not Applicable","Not Applicable",64,192960.339816861,"Others"
"64 years",64,"Male","M","9th through 12th grade with no diploma",2,4319,"Not Applicable","Not Applicable",64,371365.237712283,"Others"
"64 years",64,"Male","M","High school graduate or GED completed",3,16344,"Not Applicable","Not Applicable",64,2076735.36797637,"Others"
"64 years",64,"Male","M","Some college credit, but not a degree",4,4547,"Not Applicable","Not Applicable",64,911009.999159921,"Others"
"64 years",64,"Male","M","Associate degree (AA,AS)",5,2172,"Not Applicable","Not Applicable",64,558826.959159771,"Others"
"64 years",64,"Male","M","Bachelor’s degree (BA, AB, BS)",6,3048,"Not Applicable","Not Applicable",64,1107245.79458971,"Others"
"64 years",64,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,906,"Not Applicable","Not Applicable",64,515667.279838034,"Others"
"64 years",64,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,394,"Not Applicable","Not Applicable",64,229463.021747053,"Others"
"65 years",65,"Female","F","8th grade or less",1,1416,"Not Applicable","Not Applicable",65,217947.866698953,"Others"
"65 years",65,"Female","F","9th through 12th grade with no diploma",2,2623,"Not Applicable","Not Applicable",65,316991.190465173,"Others"
"65 years",65,"Female","F","High school graduate or GED completed",3,11575,"Not Applicable","Not Applicable",65,2031318.26335601,"Others"
"65 years",65,"Female","F","Some college credit, but not a degree",4,3695,"Not Applicable","Not Applicable",65,882213.638351614,"Others"
"65 years",65,"Female","F","Associate degree (AA,AS)",5,2623,"Not Applicable","Not Applicable",65,832846.68329125,"Others"
"65 years",65,"Female","F","Bachelor’s degree (BA, AB, BS)",6,2629,"Not Applicable","Not Applicable",65,1305129.71540817,"Others"
"65 years",65,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,907,"Not Applicable","Not Applicable",65,505744.271055818,"Others"
"65 years",65,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,234,"Not Applicable","Not Applicable",65,148501.37137301,"Others"
"65 years",65,"Male","M","8th grade or less",1,2229,"Not Applicable","Not Applicable",65,211501.838512483,"Others"
"65 years",65,"Male","M","9th through 12th grade with no diploma",2,4075,"Not Applicable","Not Applicable",65,293098.149297444,"Others"
"65 years",65,"Male","M","High school graduate or GED completed",3,16686,"Not Applicable","Not Applicable",65,1871929.58551998,"Others"
