"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","population","Cause"
"1 year","1","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",1,NA,"Others"
"1 year","1","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",1,NA,"Others"
"1 year","1","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",1,NA,"Others"
"1 year","1","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",1,NA,"Others"
"1 year","1","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",1,NA,"Others"
"1 year","1","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",1,NA,"Others"
"1 year","1","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",1,NA,"Others"
"2 years","2","Female","F","8th grade or less",1,656,"Not Applicable","Not Applicable",2,5401600.6354,"Others"
"2 years","2","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Male","M","8th grade or less",1,776,"Not Applicable","Not Applicable",2,5667083.886,"Others"
"2 years","2","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",2,NA,"Others"
"2 years","2","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",2,NA,"Others"
"3 years","3","Female","F","8th grade or less",1,476,"Not Applicable","Not Applicable",3,5544001.8594,"Others"
"3 years","3","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Male","M","8th grade or less",1,587,"Not Applicable","Not Applicable",3,5896056.3271,"Others"
"3 years","3","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",3,NA,"Others"
"3 years","3","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",3,NA,"Others"
"4 years","4","Female","F","8th grade or less",1,389,"Not Applicable","Not Applicable",4,5749806.9832,"Others"
"4 years","4","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Male","M","8th grade or less",1,458,"Not Applicable","Not Applicable",4,5895135.2179,"Others"
"4 years","4","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",4,NA,"Others"
"4 years","4","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",4,NA,"Others"
"5 years","5","Female","F","8th grade or less",1,361,"Not Applicable","Not Applicable",5,5839004.5962,"Others"
"5 years","5","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Male","M","8th grade or less",1,435,"Not Applicable","Not Applicable",5,5988991.9673,"Others"
"5 years","5","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",5,NA,"Others"
"5 years","5","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",5,NA,"Others"
"6 years","6","Female","F","8th grade or less",1,312,"Not Applicable","Not Applicable",6,5890651.4397,"Others"
"6 years","6","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Male","M","8th grade or less",1,408,"Not Applicable","Not Applicable",6,6176781.3608,"Others"
"6 years","6","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",6,NA,"Others"
"6 years","6","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",6,NA,"Others"
"7 years","7","Female","F","8th grade or less",1,280,"Not Applicable","Not Applicable",7,5935118.1281,"Others"
"7 years","7","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Male","M","8th grade or less",1,381,"Not Applicable","Not Applicable",7,6316090.6287,"Others"
"7 years","7","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",7,NA,"Others"
"7 years","7","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",7,NA,"Others"
"8 years","8","Female","F","8th grade or less",1,319,"Not Applicable","Not Applicable",8,5948001.5118,"Others"
"8 years","8","Female","F","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Male","M","8th grade or less",1,341,"Not Applicable","Not Applicable",8,6121859.6518,"Others"
"8 years","8","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",8,NA,"Others"
"8 years","8","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",8,NA,"Others"
"9 years","9","Female","F","8th grade or less",1,303,"Not Applicable","Not Applicable",9,5931555.7695,"Others"
"9 years","9","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Male","M","8th grade or less",1,370,"Not Applicable","Not Applicable",9,6315186.6979,"Others"
"9 years","9","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",9,NA,"Others"
"9 years","9","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",9,NA,"Others"
"10 years","10","Female","F","8th grade or less",1,316,"Not Applicable","Not Applicable",10,6119107.5236,"Others"
"10 years","10","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Male","M","8th grade or less",1,404,"Not Applicable","Not Applicable",10,6070450.5121,"Others"
"10 years","10","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",10,NA,"Others"
"10 years","10","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",10,NA,"Others"
"11 years","11","Female","F","8th grade or less",1,343,"Not Applicable","Not Applicable",11,5898172.3763,"Others"
"11 years","11","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Male","M","8th grade or less",1,461,"Not Applicable","Not Applicable",11,6543710.4127,"Others"
"11 years","11","Male","M","9th through 12th grade with no diploma",2,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",11,NA,"Others"
"11 years","11","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",11,NA,"Others"
"12 years","12","Female","F","8th grade or less",1,460,"Not Applicable","Not Applicable",12,6131128.0087,"Others"
"12 years","12","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Male","M","8th grade or less",1,535,"Not Applicable","Not Applicable",12,6470793.2033,"Others"
"12 years","12","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",12,NA,"Others"
"12 years","12","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",12,NA,"Others"
"13 years","13","Female","F","8th grade or less",1,527,"Not Applicable","Not Applicable",13,6366079.3752,"Others"
"13 years","13","Female","F","9th through 12th grade with no diploma",2,20,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Male","M","8th grade or less",1,766,"Not Applicable","Not Applicable",13,6643584.1768,"Others"
"13 years","13","Male","M","9th through 12th grade with no diploma",2,18,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",13,NA,"Others"
"13 years","13","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",13,NA,"Others"
"14 years","14","Female","F","8th grade or less",1,429,"Not Applicable","Not Applicable",14,6413969.449,"Others"
"14 years","14","Female","F","9th through 12th grade with no diploma",2,288,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Male","M","8th grade or less",1,734,"Not Applicable","Not Applicable",14,6771346.2587,"Others"
"14 years","14","Male","M","9th through 12th grade with no diploma",2,514,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",14,NA,"Others"
"14 years","14","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",14,NA,"Others"
"15 years","15","Female","F","8th grade or less",1,143,"Not Applicable","Not Applicable",15,2313675.6494,"Others"
"15 years","15","Female","F","9th through 12th grade with no diploma",2,616,"Not Applicable","Not Applicable",15,3933016.6176,"Others"
"15 years","15","Female","F","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,75053.8103,"Others"
"15 years","15","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",15,50418.5671,"Others"
"15 years","15","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",15,11689.5532,"Others"
"15 years","15","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",15,26494.3814,"Others"
"15 years","15","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",15,6908.3216,"Others"
"15 years","15","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",15,NA,"Others"
"15 years","15","Male","M","8th grade or less",1,269,"Not Applicable","Not Applicable",15,2648144.6437,"Others"
"15 years","15","Male","M","9th through 12th grade with no diploma",2,1525,"Not Applicable","Not Applicable",15,3849917.7892,"Others"
"15 years","15","Male","M","High school graduate or GED completed",3,0,"Not Applicable","Not Applicable",15,88959.2937,"Others"
"15 years","15","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",15,38526.1286,"Others"
"15 years","15","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",15,7734.36,"Others"
"15 years","15","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",15,15495.7654,"Others"
"15 years","15","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",15,2107.81,"Others"
"15 years","15","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",15,7569.53,"Others"
"16 years","16","Female","F","8th grade or less",1,63,"Not Applicable","Not Applicable",16,350602.5416,"Others"
"16 years","16","Female","F","9th through 12th grade with no diploma",2,780,"Not Applicable","Not Applicable",16,6131189.4657,"Others"
"16 years","16","Female","F","High school graduate or GED completed",3,19,"Not Applicable","Not Applicable",16,121759.2183,"Others"
"16 years","16","Female","F","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",16,61284.3961,"Others"
"16 years","16","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",16,21482.9254,"Others"
"16 years","16","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",16,23301.1154,"Others"
