"Ten-Year Age Groups","Sex","Education","Deaths","adjusted_population","Cause"
"5-14 years","Female","8th grade or less",125,60354869,"Cerebrovascular Diseases"
"5-14 years","Female","9th through 12th grade with no diploma",5,NA,"Cerebrovascular Diseases"
"5-14 years","Female","High school graduate or GED completed",0,NA,"Cerebrovascular Diseases"
"5-14 years","Female","Some college credit, but not a degree",0,NA,"Cerebrovascular Diseases"
"5-14 years","Female","Associate degree (AA,AS)",0,NA,"Cerebrovascular Diseases"
"5-14 years","Female","Bachelor’s degree (BA, AB, BS)",0,NA,"Cerebrovascular Diseases"
"5-14 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Cerebrovascular Diseases"
"5-14 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Cerebrovascular Diseases"
"5-14 years","Male","8th grade or less",147,63270818,"Cerebrovascular Diseases"
"5-14 years","Male","9th through 12th grade with no diploma",5,NA,"Cerebrovascular Diseases"
"5-14 years","Male","High school graduate or GED completed",0,NA,"Cerebrovascular Diseases"
"5-14 years","Male","Some college credit, but not a degree",0,NA,"Cerebrovascular Diseases"
"5-14 years","Male","Associate degree (AA,AS)",0,NA,"Cerebrovascular Diseases"
"5-14 years","Male","Bachelor’s degree (BA, AB, BS)",0,NA,"Cerebrovascular Diseases"
"5-14 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Cerebrovascular Diseases"
"5-14 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Cerebrovascular Diseases"
"15-24 years","Female","8th grade or less",20,3231970.38875783,"Cerebrovascular Diseases"
"15-24 years","Female","9th through 12th grade with no diploma",55,22125941.0993076,"Cerebrovascular Diseases"
"15-24 years","Female","High school graduate or GED completed",77,13583288.1740219,"Cerebrovascular Diseases"
"15-24 years","Female","Some college credit, but not a degree",37,15328451.6994566,"Cerebrovascular Diseases"
"15-24 years","Female","Associate degree (AA,AS)",5,3129917.1683501,"Cerebrovascular Diseases"
"15-24 years","Female","Bachelor’s degree (BA, AB, BS)",14,6216340.19976223,"Cerebrovascular Diseases"
"15-24 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",5,538143.462980643,"Cerebrovascular Diseases"
"15-24 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,59142.8073630288,"Cerebrovascular Diseases"
"15-24 years","Male","8th grade or less",18,3927319.41928984,"Cerebrovascular Diseases"
"15-24 years","Male","9th through 12th grade with no diploma",93,23773989.1519258,"Cerebrovascular Diseases"
"15-24 years","Male","High school graduate or GED completed",134,17725505.0077499,"Cerebrovascular Diseases"
"15-24 years","Male","Some college credit, but not a degree",36,14176193.4741762,"Cerebrovascular Diseases"
"15-24 years","Male","Associate degree (AA,AS)",5,2525692.02533875,"Cerebrovascular Diseases"
"15-24 years","Male","Bachelor’s degree (BA, AB, BS)",5,4583401.48356485,"Cerebrovascular Diseases"
"15-24 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",5,333993.224039214,"Cerebrovascular Diseases"
"15-24 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,57597.2139154368,"Cerebrovascular Diseases"
"25-34 years","Female","8th grade or less",26,927808.745423385,"Cerebrovascular Diseases"
"25-34 years","Female","9th through 12th grade with no diploma",106,2600102.46335049,"Cerebrovascular Diseases"
"25-34 years","Female","High school graduate or GED completed",351,15454810.2395185,"Cerebrovascular Diseases"
"25-34 years","Female","Some college credit, but not a degree",128,10062467.562458,"Cerebrovascular Diseases"
"25-34 years","Female","Associate degree (AA,AS)",65,7284464.92503135,"Cerebrovascular Diseases"
"25-34 years","Female","Bachelor’s degree (BA, AB, BS)",67,20690336.5449832,"Cerebrovascular Diseases"
"25-34 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",24,8162636.91368959,"Cerebrovascular Diseases"
"25-34 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5,2054182.60554548,"Cerebrovascular Diseases"
"25-34 years","Male","8th grade or less",58,1378375.39692527,"Cerebrovascular Diseases"
"25-34 years","Male","9th through 12th grade with no diploma",150,3278271.20278481,"Cerebrovascular Diseases"
"25-34 years","Male","High school graduate or GED completed",496,21247492.1730569,"Cerebrovascular Diseases"
"25-34 years","Male","Some college credit, but not a degree",141,11406602.3586941,"Cerebrovascular Diseases"
"25-34 years","Male","Associate degree (AA,AS)",58,6376069.08534772,"Cerebrovascular Diseases"
"25-34 years","Male","Bachelor’s degree (BA, AB, BS)",83,18615037.9833857,"Cerebrovascular Diseases"
"25-34 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",16,5273396.62222859,"Cerebrovascular Diseases"
"25-34 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5,1726866.17757681,"Cerebrovascular Diseases"
"35-44 years","Female","8th grade or less",107,1940130.01330211,"Cerebrovascular Diseases"
"35-44 years","Female","9th through 12th grade with no diploma",360,3055354.26941272,"Cerebrovascular Diseases"
"35-44 years","Female","High school graduate or GED completed",1155,13478992.7935605,"Cerebrovascular Diseases"
"35-44 years","Female","Some college credit, but not a degree",437,8662459.42469967,"Cerebrovascular Diseases"
"35-44 years","Female","Associate degree (AA,AS)",243,7377549.9369183,"Cerebrovascular Diseases"
"35-44 years","Female","Bachelor’s degree (BA, AB, BS)",266,17779824.5289747,"Cerebrovascular Diseases"
"35-44 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",107,10011914.6221708,"Cerebrovascular Diseases"
"35-44 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",31,2843648.41096116,"Cerebrovascular Diseases"
"35-44 years","Male","8th grade or less",279,2383521.86322579,"Cerebrovascular Diseases"
"35-44 years","Male","9th through 12th grade with no diploma",537,3881613.09488886,"Cerebrovascular Diseases"
"35-44 years","Male","High school graduate or GED completed",1660,18626412.1306341,"Cerebrovascular Diseases"
"35-44 years","Male","Some college credit, but not a degree",507,9287352.1341086,"Cerebrovascular Diseases"
"35-44 years","Male","Associate degree (AA,AS)",243,6353577.17100071,"Cerebrovascular Diseases"
"35-44 years","Male","Bachelor’s degree (BA, AB, BS)",275,16220777.7222767,"Cerebrovascular Diseases"
"35-44 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",63,6833556.88562006,"Cerebrovascular Diseases"
"35-44 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",20,2753226.99824523,"Cerebrovascular Diseases"
"45-54 years","Female","8th grade or less",387,2072085.49973875,"Cerebrovascular Diseases"
"45-54 years","Female","9th through 12th grade with no diploma",831,2806803.62000732,"Cerebrovascular Diseases"
"45-54 years","Female","High school graduate or GED completed",2981,14323360.2124866,"Cerebrovascular Diseases"
"45-54 years","Female","Some college credit, but not a degree",1075,8056834.24055204,"Cerebrovascular Diseases"
"45-54 years","Female","Associate degree (AA,AS)",621,7134393.79017566,"Cerebrovascular Diseases"
"45-54 years","Female","Bachelor’s degree (BA, AB, BS)",654,15361099.6753744,"Cerebrovascular Diseases"
"45-54 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",287,8772257.20219829,"Cerebrovascular Diseases"
"45-54 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",64,2308329.75946696,"Cerebrovascular Diseases"
"45-54 years","Male","8th grade or less",715,2446323.54011485,"Cerebrovascular Diseases"
"45-54 years","Male","9th through 12th grade with no diploma",1363,3511993.44289705,"Cerebrovascular Diseases"
"45-54 years","Male","High school graduate or GED completed",4403,18000257.0073115,"Cerebrovascular Diseases"
"45-54 years","Male","Some college credit, but not a degree",1264,8161050.80197409,"Cerebrovascular Diseases"
"45-54 years","Male","Associate degree (AA,AS)",570,5864485.46701162,"Cerebrovascular Diseases"
"45-54 years","Male","Bachelor’s degree (BA, AB, BS)",827,14152259.5676181,"Cerebrovascular Diseases"
"45-54 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",233,6218967.50228772,"Cerebrovascular Diseases"
"45-54 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",81,2423360.67078506,"Cerebrovascular Diseases"
"55-64 years","Female","8th grade or less",989,2320601.29321048,"Cerebrovascular Diseases"
"55-64 years","Female","9th through 12th grade with no diploma",1836,3220697.45682495,"Cerebrovascular Diseases"
"55-64 years","Female","High school graduate or GED completed",7713,18982305.014268,"Cerebrovascular Diseases"
"55-64 years","Female","Some college credit, but not a degree",2577,9720014.44568931,"Cerebrovascular Diseases"
"55-64 years","Female","Associate degree (AA,AS)",1643,8085311.59225438,"Cerebrovascular Diseases"
"55-64 years","Female","Bachelor’s degree (BA, AB, BS)",1623,14270431.7026246,"Cerebrovascular Diseases"
"55-64 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",554,6278204.12944329,"Cerebrovascular Diseases"
"55-64 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",138,1726280.36568503,"Cerebrovascular Diseases"
"55-64 years","Male","8th grade or less",1686,2435886.45259838,"Cerebrovascular Diseases"
"55-64 years","Male","9th through 12th grade with no diploma",3296,3955620.01090162,"Cerebrovascular Diseases"
"55-64 years","Male","High school graduate or GED completed",11732,20424520.8963519,"Cerebrovascular Diseases"
"55-64 years","Male","Some college credit, but not a degree",3085,8682103.64719043,"Cerebrovascular Diseases"
"55-64 years","Male","Associate degree (AA,AS)",1458,6327848.94446223,"Cerebrovascular Diseases"
"55-64 years","Male","Bachelor’s degree (BA, AB, BS)",1908,12586037.8781127,"Cerebrovascular Diseases"
"55-64 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",574,5333229.13854023,"Cerebrovascular Diseases"
"55-64 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",251,2393819.0318425,"Cerebrovascular Diseases"
"65-74 years","Female","8th grade or less",2357,2120525.80891785,"Cerebrovascular Diseases"
"65-74 years","Female","9th through 12th grade with no diploma",3113,2688427.81949305,"Cerebrovascular Diseases"
"65-74 years","Female","High school graduate or GED completed",16778,16452837.4280478,"Cerebrovascular Diseases"
"65-74 years","Female","Some college credit, but not a degree",5531,8854131.33115233,"Cerebrovascular Diseases"
"65-74 years","Female","Associate degree (AA,AS)",3700,6308239.90229795,"Cerebrovascular Diseases"
"65-74 years","Female","Bachelor’s degree (BA, AB, BS)",4357,10404834.8649365,"Cerebrovascular Diseases"
"65-74 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",1942,5731054.0266619,"Cerebrovascular Diseases"
"65-74 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",413,1464955.81849258,"Cerebrovascular Diseases"
"65-74 years","Male","8th grade or less",3074,1896511.6039099,"Cerebrovascular Diseases"
"65-74 years","Male","9th through 12th grade with no diploma",4106,2610344.03672718,"Cerebrovascular Diseases"
"65-74 years","Male","High school graduate or GED completed",18717,13392193.7794162,"Cerebrovascular Diseases"
"65-74 years","Male","Some college credit, but not a degree",6617,8005786.71886247,"Cerebrovascular Diseases"
"65-74 years","Male","Associate degree (AA,AS)",3177,4960732.41555106,"Cerebrovascular Diseases"
"65-74 years","Male","Bachelor’s degree (BA, AB, BS)",5357,9736039.54008081,"Cerebrovascular Diseases"
"65-74 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",1935,4971393.21261619,"Cerebrovascular Diseases"
"65-74 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1020,2541836.69283622,"Cerebrovascular Diseases"
"75-84 years","Female","8th grade or less",6095,1512725.3668373,"Cerebrovascular Diseases"
"75-84 years","Female","9th through 12th grade with no diploma",6091,1914570.78559303,"Cerebrovascular Diseases"
"75-84 years","Female","High school graduate or GED completed",33741,10480103.7643468,"Cerebrovascular Diseases"
"75-84 years","Female","Some college credit, but not a degree",9131,4560777.23003086,"Cerebrovascular Diseases"
"75-84 years","Female","Associate degree (AA,AS)",5719,2594197.06458642,"Cerebrovascular Diseases"
"75-84 years","Female","Bachelor’s degree (BA, AB, BS)",8169,4611071.821562,"Cerebrovascular Diseases"
"75-84 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",4122,2566418.42210808,"Cerebrovascular Diseases"
"75-84 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",787,788994.54493556,"Cerebrovascular Diseases"
"75-84 years","Male","8th grade or less",5232,1221045.72436518,"Cerebrovascular Diseases"
"75-84 years","Male","9th through 12th grade with no diploma",4818,1408094.21497689,"Cerebrovascular Diseases"
"75-84 years","Male","High school graduate or GED completed",23529,6622366.07663903,"Cerebrovascular Diseases"
"75-84 years","Male","Some college credit, but not a degree",8159,3350380.84915807,"Cerebrovascular Diseases"
"75-84 years","Male","Associate degree (AA,AS)",3734,1734172.30368707,"Cerebrovascular Diseases"
"75-84 years","Male","Bachelor’s degree (BA, AB, BS)",9112,4497166.69728814,"Cerebrovascular Diseases"
"75-84 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",4431,2623804.12136077,"Cerebrovascular Diseases"
"75-84 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2670,1608828.01252484,"Cerebrovascular Diseases"
"85+ years","Female","8th grade or less",14593,1158959.04981759,"Cerebrovascular Diseases"
"85+ years","Female","9th through 12th grade with no diploma",10478,851019.241694978,"Cerebrovascular Diseases"
"85+ years","Female","High school graduate or GED completed",63136,5068371.43609068,"Cerebrovascular Diseases"
"85+ years","Female","Some college credit, but not a degree",14347,1524909.64468739,"Cerebrovascular Diseases"
"85+ years","Female","Associate degree (AA,AS)",8312,813664.659639271,"Cerebrovascular Diseases"
"85+ years","Female","Bachelor’s degree (BA, AB, BS)",14948,1563294.71095639,"Cerebrovascular Diseases"
"85+ years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",6369,771485.97123678,"Cerebrovascular Diseases"
"85+ years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1241,161168.285876917,"Cerebrovascular Diseases"
"85+ years","Male","8th grade or less",7122,575226.758177157,"Cerebrovascular Diseases"
"85+ years","Male","9th through 12th grade with no diploma",4443,477700.208441055,"Cerebrovascular Diseases"
"85+ years","Male","High school graduate or GED completed",22627,2077834.21506853,"Cerebrovascular Diseases"
"85+ years","Male","Some college credit, but not a degree",7139,839353.613228105,"Cerebrovascular Diseases"
"85+ years","Male","Associate degree (AA,AS)",3191,424853.409945861,"Cerebrovascular Diseases"
"85+ years","Male","Bachelor’s degree (BA, AB, BS)",10857,1240142.0354069,"Cerebrovascular Diseases"
"85+ years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",5358,652963.748738737,"Cerebrovascular Diseases"
"85+ years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",4005,455657.010993651,"Cerebrovascular Diseases"
"< 1 year","Female","8th grade or less",21820,5327383,"Others"
"< 1 year","Female","9th through 12th grade with no diploma",0,NA,"Others"
"< 1 year","Female","High school graduate or GED completed",0,NA,"Others"
"< 1 year","Female","Some college credit, but not a degree",0,NA,"Others"
"< 1 year","Female","Associate degree (AA,AS)",0,NA,"Others"
"< 1 year","Female","Bachelor’s degree (BA, AB, BS)",0,NA,"Others"
"< 1 year","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Others"
"< 1 year","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Others"
"< 1 year","Male","8th grade or less",26573,5568877,"Others"
"< 1 year","Male","9th through 12th grade with no diploma",0,NA,"Others"
"< 1 year","Male","High school graduate or GED completed",0,NA,"Others"
"< 1 year","Male","Some college credit, but not a degree",0,NA,"Others"
"< 1 year","Male","Associate degree (AA,AS)",0,NA,"Others"
"< 1 year","Male","Bachelor’s degree (BA, AB, BS)",0,NA,"Others"
"< 1 year","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Others"
"< 1 year","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Others"
"1-4 years","Female","8th grade or less",2694,21990622,"Others"
"1-4 years","Female","9th through 12th grade with no diploma",0,NA,"Others"
"1-4 years","Female","High school graduate or GED completed",0,NA,"Others"
"1-4 years","Female","Some college credit, but not a degree",0,NA,"Others"
"1-4 years","Female","Associate degree (AA,AS)",0,NA,"Others"
"1-4 years","Female","Bachelor’s degree (BA, AB, BS)",0,NA,"Others"
"1-4 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Others"
"1-4 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Others"
"1-4 years","Male","8th grade or less",3253,22989969,"Others"
"1-4 years","Male","9th through 12th grade with no diploma",0,NA,"Others"
"1-4 years","Male","High school graduate or GED completed",0,NA,"Others"
"1-4 years","Male","Some college credit, but not a degree",0,NA,"Others"
"1-4 years","Male","Associate degree (AA,AS)",0,NA,"Others"
"1-4 years","Male","Bachelor’s degree (BA, AB, BS)",0,NA,"Others"
"1-4 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Others"
"1-4 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Others"
"5-14 years","Female","8th grade or less",3650,60354869,"Others"
"5-14 years","Female","9th through 12th grade with no diploma",321,NA,"Others"
"5-14 years","Female","High school graduate or GED completed",0,NA,"Others"
"5-14 years","Female","Some college credit, but not a degree",0,NA,"Others"
"5-14 years","Female","Associate degree (AA,AS)",0,NA,"Others"
"5-14 years","Female","Bachelor’s degree (BA, AB, BS)",0,NA,"Others"
"5-14 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Others"
"5-14 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Others"
"5-14 years","Male","8th grade or less",4835,63270818,"Others"
"5-14 years","Male","9th through 12th grade with no diploma",540,NA,"Others"
"5-14 years","Male","High school graduate or GED completed",0,NA,"Others"
"5-14 years","Male","Some college credit, but not a degree",0,NA,"Others"
"5-14 years","Male","Associate degree (AA,AS)",0,NA,"Others"
"5-14 years","Male","Bachelor’s degree (BA, AB, BS)",0,NA,"Others"
"5-14 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",0,NA,"Others"
"5-14 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",0,NA,"Others"
"15-24 years","Female","8th grade or less",680,3231970.38875783,"Others"
"15-24 years","Female","9th through 12th grade with no diploma",3903,22125941.0993076,"Others"
"15-24 years","Female","High school graduate or GED completed",5097,13583288.1740219,"Others"
"15-24 years","Female","Some college credit, but not a degree",2195,15328451.6994566,"Others"
"15-24 years","Female","Associate degree (AA,AS)",402,3129917.1683501,"Others"
"15-24 years","Female","Bachelor’s degree (BA, AB, BS)",468,6216340.19976223,"Others"
"15-24 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",39,538143.462980643,"Others"
"15-24 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5,59142.8073630288,"Others"
"15-24 years","Male","8th grade or less",1584,3927319.41928984,"Others"
"15-24 years","Male","9th through 12th grade with no diploma",13834,23773989.1519258,"Others"
"15-24 years","Male","High school graduate or GED completed",17895,17725505.0077499,"Others"
"15-24 years","Male","Some college credit, but not a degree",5086,14176193.4741762,"Others"
"15-24 years","Male","Associate degree (AA,AS)",784,2525692.02533875,"Others"
"15-24 years","Male","Bachelor’s degree (BA, AB, BS)",816,4583401.48356485,"Others"
"15-24 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",58,333993.224039214,"Others"
"15-24 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5,57597.2139154368,"Others"
"25-34 years","Female","8th grade or less",892,927808.745423385,"Others"
"25-34 years","Female","9th through 12th grade with no diploma",3325,2600102.46335049,"Others"
"25-34 years","Female","High school graduate or GED completed",12039,15454810.2395185,"Others"
"25-34 years","Female","Some college credit, but not a degree",5000,10062467.562458,"Others"
"25-34 years","Female","Associate degree (AA,AS)",2223,7284464.92503135,"Others"
"25-34 years","Female","Bachelor’s degree (BA, AB, BS)",2827,20690336.5449832,"Others"
"25-34 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",723,8162636.91368959,"Others"
"25-34 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",162,2054182.60554548,"Others"
"25-34 years","Male","8th grade or less",2510,1378375.39692527,"Others"
"25-34 years","Male","9th through 12th grade with no diploma",10431,3278271.20278481,"Others"
"25-34 years","Male","High school graduate or GED completed",33903,21247492.1730569,"Others"
"25-34 years","Male","Some college credit, but not a degree",10089,11406602.3586941,"Others"
"25-34 years","Male","Associate degree (AA,AS)",3467,6376069.08534772,"Others"
"25-34 years","Male","Bachelor’s degree (BA, AB, BS)",4560,18615037.9833857,"Others"
"25-34 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",788,5273396.62222859,"Others"
"25-34 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",248,1726866.17757681,"Others"
"35-44 years","Female","8th grade or less",1616,1940130.01330211,"Others"
"35-44 years","Female","9th through 12th grade with no diploma",5441,3055354.26941272,"Others"
"35-44 years","Female","High school graduate or GED completed",18983,13478992.7935605,"Others"
"35-44 years","Female","Some college credit, but not a degree",7645,8662459.42469967,"Others"
"35-44 years","Female","Associate degree (AA,AS)",4176,7377549.9369183,"Others"
"35-44 years","Female","Bachelor’s degree (BA, AB, BS)",5027,17779824.5289747,"Others"
"35-44 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",1831,10011914.6221708,"Others"
"35-44 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",433,2843648.41096116,"Others"
"35-44 years","Male","8th grade or less",4354,2383521.86322579,"Others"
"35-44 years","Male","9th through 12th grade with no diploma",12804,3881613.09488886,"Others"
"35-44 years","Male","High school graduate or GED completed",41695,18626412.1306341,"Others"
"35-44 years","Male","Some college credit, but not a degree",13057,9287352.1341086,"Others"
"35-44 years","Male","Associate degree (AA,AS)",5634,6353577.17100071,"Others"
"35-44 years","Male","Bachelor’s degree (BA, AB, BS)",7370,16220777.7222767,"Others"
"35-44 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",1956,6833556.88562006,"Others"
"35-44 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",678,2753226.99824523,"Others"
"45-54 years","Female","8th grade or less",3618,2072085.49973875,"Others"
"45-54 years","Female","9th through 12th grade with no diploma",8639,2806803.62000732,"Others"
"45-54 years","Female","High school graduate or GED completed",32178,14323360.2124866,"Others"
"45-54 years","Female","Some college credit, but not a degree",12639,8056834.24055204,"Others"
"45-54 years","Female","Associate degree (AA,AS)",7756,7134393.79017566,"Others"
"45-54 years","Female","Bachelor’s degree (BA, AB, BS)",8422,15361099.6753744,"Others"
"45-54 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",3225,8772257.20219829,"Others"
"45-54 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",730,2308329.75946696,"Others"
"45-54 years","Male","8th grade or less",7527,2446323.54011485,"Others"
"45-54 years","Male","9th through 12th grade with no diploma",17118,3511993.44289705,"Others"
"45-54 years","Male","High school graduate or GED completed",60464,18000257.0073115,"Others"
"45-54 years","Male","Some college credit, but not a degree",18590,8161050.80197409,"Others"
"45-54 years","Male","Associate degree (AA,AS)",8507,5864485.46701162,"Others"
"45-54 years","Male","Bachelor’s degree (BA, AB, BS)",11907,14152259.5676181,"Others"
"45-54 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",3529,6218967.50228772,"Others"
"45-54 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1287,2423360.67078506,"Others"
"55-64 years","Female","8th grade or less",10010,2320601.29321048,"Others"
"55-64 years","Female","9th through 12th grade with no diploma",20198,3220697.45682495,"Others"
"55-64 years","Female","High school graduate or GED completed",80797,18982305.014268,"Others"
"55-64 years","Female","Some college credit, but not a degree",26402,9720014.44568931,"Others"
"55-64 years","Female","Associate degree (AA,AS)",17421,8085311.59225438,"Others"
"55-64 years","Female","Bachelor’s degree (BA, AB, BS)",17504,14270431.7026246,"Others"
"55-64 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",5850,6278204.12944329,"Others"
"55-64 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1271,1726280.36568503,"Others"
"55-64 years","Male","8th grade or less",16884,2435886.45259838,"Others"
"55-64 years","Male","9th through 12th grade with no diploma",35757,3955620.01090162,"Others"
"55-64 years","Male","High school graduate or GED completed",128535,20424520.8963519,"Others"
"55-64 years","Male","Some college credit, but not a degree",34123,8682103.64719043,"Others"
"55-64 years","Male","Associate degree (AA,AS)",16218,6327848.94446223,"Others"
"55-64 years","Male","Bachelor’s degree (BA, AB, BS)",22965,12586037.8781127,"Others"
"55-64 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",6647,5333229.13854023,"Others"
"55-64 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2830,2393819.0318425,"Others"
"65-74 years","Female","8th grade or less",19844,2120525.80891785,"Others"
"65-74 years","Female","9th through 12th grade with no diploma",28854,2688427.81949305,"Others"
"65-74 years","Female","High school graduate or GED completed",145905,16452837.4280478,"Others"
"65-74 years","Female","Some college credit, but not a degree",48424,8854131.33115233,"Others"
"65-74 years","Female","Associate degree (AA,AS)",32890,6308239.90229795,"Others"
"65-74 years","Female","Bachelor’s degree (BA, AB, BS)",36955,10404834.8649365,"Others"
"65-74 years","Female","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",16657,5731054.0266619,"Others"
"65-74 years","Female","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3284,1464955.81849258,"Others"
"65-74 years","Male","8th grade or less",25523,1896511.6039099,"Others"
"65-74 years","Male","9th through 12th grade with no diploma",37438,2610344.03672718,"Others"
"65-74 years","Male","High school graduate or GED completed",173748,13392193.7794162,"Others"
"65-74 years","Male","Some college credit, but not a degree",62066,8005786.71886247,"Others"
"65-74 years","Male","Associate degree (AA,AS)",30233,4960732.41555106,"Others"
"65-74 years","Male","Bachelor’s degree (BA, AB, BS)",50236,9736039.54008081,"Others"
"65-74 years","Male","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",18416,4971393.21261619,"Others"
"65-74 years","Male","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8535,2541836.69283622,"Others"
"75-84 years","Female","8th grade or less",40228,1512725.3668373,"Others"
"75-84 years","Female","9th through 12th grade with no diploma",46031,1914570.78559303,"Others"
"75-84 years","Female","High school graduate or GED completed",245823,10480103.7643468,"Others"
"75-84 years","Female","Some college credit, but not a degree",65539,4560777.23003086,"Others"
"75-84 years","Female","Associate degree (AA,AS)",40476,2594197.06458642,"Others"
